Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
22880,Text,3/10/2007,"Bell's Cathedrals: A Short Account of Romsey Abbey
A Description of the Fabric and Notes on the History of the Convent of SS. Mary & Ethelfleda",en,"Perkins, Thomas, Rev., 1842-1907",Romsey Abbey,NA,United Kingdom
22881,Text,3/10/2007,My Friend Bobby,en,"Nourse, Alan Edward, 1928-1992",Science fiction; Short stories; Dogs -- Fiction; Boys -- Fiction; Telepathy -- Fiction,PS,Science Fiction
22882,Text,3/10/2007,Image of the Gods,en,"Nourse, Alan Edward, 1928-1992",Science fiction; Short stories; Space colonies -- Fiction,PS,Science Fiction
22885,Text,4/10/2007,Hindu gods and heroes,en,"Barnett, Lionel D. (Lionel David), 1871-1960",Hindu mythology; Hinduism,BL,Hinduism
22886,Text,5/10/2007,Cinderella in the South: Twenty-Five South African Tales,en,"Cripps, Arthur Shearly, 1869-1952",Tales -- Africa,PR,"South Africa; Children's Myths, Fairy Tales, etc."
22887,Text,5/10/2007,"The Courtship, Marriage, and Pic-Nic Dinner of Cock Robin & Jenny Wren
With the Death and Burial of Poor Cock Robin",en,Anonymous,Nursery rhymes; Cock Robin (Fictitious character) -- Poetry,PZ,Children's Picture Books
22890,Text,5/10/2007,The Worlds of If,en,"Weinbaum, Stanley G. (Stanley Grauman), 1902-1935",Science fiction; Short stories,PS,Science Fiction
22891,Text,5/10/2007,"Simple Simon
Silhouette Series",en,Anonymous,Nursery rhymes,PZ,Children's Picture Books
22892,Text,5/10/2007,The Best Made Plans,en,"Cole, Everett B., 1910-2001; Van Dongen, H. R., 1920-2010 [Illustrator]",Science fiction,PS,Science Fiction
22893,Text,5/10/2007,Pygmalion's Spectacles,en,"Weinbaum, Stanley G. (Stanley Grauman), 1902-1935",Science fiction; Short stories,PS,Science Fiction
22895,Text,5/10/2007,The Point of View,en,"Weinbaum, Stanley G. (Stanley Grauman), 1902-1935",Science fiction; Short stories,PS,Science Fiction
22896,Text,5/10/2007,Little Stories for Little Children,en,Anonymous,Children's stories; Children -- Conduct of life -- Juvenile fiction,PZ,Children's Picture Books
22897,Text,5/10/2007,The Ideal,en,"Weinbaum, Stanley G. (Stanley Grauman), 1902-1935",Science fiction; Short stories,PS,Science Fiction
22902,Text,6/10/2007,"The Liberty Boys Running the Blockade; or, Getting Out of New York",en,"Moore, Harry","Historical fiction; United States -- History -- Revolution, 1775-1783 -- Juvenile fiction; New York (N.Y.) -- History -- Revolution, 1775-1783 -- Juvenile fiction",PZ,Children's Book Series
22903,Text,6/10/2007,"The Expedition to Borneo of H.M.S. Dido
For the Suppression of Piracy",en,"Keppel, Henry, Sir, 1809-1904; James, Rajah of Sarawak, 1803-1868",Borneo -- Description and travel; Borneo -- History; Pirates -- Borneo,DS,"Pirates, Buccaneers, Corsairs, etc."
22905,Text,6/10/2007,"Punch, or the London Charivari, Vol. 158, 1920-04-07",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22906,Text,6/10/2007,A War-Time Wooing: A Story,en,"King, Charles, 1844-1933","United States -- History -- Civil War, 1861-1865 -- Fiction",PS,US Civil War
22911,Text,7/10/2007,"Where We Live
A Home Geography",en,"Jacobs, Emilie Van Beil, 1875-",Geography -- Textbooks,G,Children's Instructional Books
22913,Text,7/10/2007,Winning His Way,en,"Coffin, Charles Carleton, 1823-1896","United States -- History -- Civil War, 1861-1865 -- Fiction",PS,US Civil War
22914,Text,8/10/2007,"The Sceptical Chymist
or Chymico-Physical Doubts & Paradoxes, Touching the Spagyrist's Principles Commonly call'd Hypostatical; As they are wont to be Propos'd and Defended by the Generality of Alchymists. Whereunto is præmis'd Part of another Discourse relating to the same Subject.",en,"Boyle, Robert, 1627-1691",Chemistry -- Early works to 1800,QD,Chemistry
22915,Text,8/10/2007,"The New Land
Stories of Jews Who Had a Part in the Making of Our Country",en,"Levinger, Elma Ehrlich, 1887-",Jews -- America,PS,Judaism
22921,Text,8/10/2007,The Death and Burial of Cock Robin,en,Anonymous,Nursery rhymes; Cock Robin (Fictitious character) -- Poetry,PZ,Children's Picture Books
22922,Text,8/10/2007,The Posy Ring: A Book of Verse for Children,en,"Wiggin, Kate Douglas Smith, 1856-1923 [Editor]; Smith, Nora Archibald, 1859-1934 [Editor]",Children's poetry; English poetry -- Collections; American poetry -- Collections,PN; PZ,Punch
22925,Text,8/10/2007,The Story of Young Abraham Lincoln,en,"Whipple, Wayne, 1856-1942","Lincoln, Abraham, 1809-1865 -- Childhood and youth",E456,US Civil War; Children's Biography; Children's Instructional Books
22926,Text,8/10/2007,"The Continental Monthly, Vol. 6, No 3,  September 1864
Devoted To Literature And National Policy",en,Various,"Literature, Modern -- 19th century -- Periodicals; United States -- Politics and government -- 19th century -- Periodicals",AP,Continental Monthly
22927,Text,8/10/2007,"The Atlantic Monthly, Volume 18, No. 105, July 1866
A Magazine of Literature, Science, Art, and Politics",en,Various,American periodicals,AP,The Atlantic Monthly
22938,Text,10/10/2007,The Camp Fire Girls in the Outside World,en,"Vandercook, Margaret, 1876-1958",Camp Fire Girls -- Juvenile fiction,PZ,Children's Book Series
22940,Text,10/10/2007,"Punch, or the London Charivari, Vol. 146, April 15, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22941,Text,10/10/2007,"Punch, or the London Charivari, Vol. 150, May 3, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22956,Text,11/10/2007,Rollo in Paris,en,"Abbott, Jacob, 1803-1879",Paris (France) -- Description and travel,PZ,Children's Book Series
22957,Text,11/10/2007,"Punch, or the London Charivari, Vol. 158, April 14, 1920",en,Various,English wit and humor -- Periodicals,AP,Punch
22958,Text,11/10/2007,One-Shot,en,"Blish, James, 1921-1975; Van Dongen, H. R., 1920-2010 [Illustrator]",Science fiction; Short stories,PS,Science Fiction
22965,Text,12/10/2007,"Ten Thousand Miles with a Dog Sled
A Narrative of Winter Travel in Interior Alaska",en,"Stuck, Hudson, 1863-1920","Alaska -- Description and travel; Dogsledding -- Alaska; Stuck, Hudson, 1863-1920",F850.5,United States
22966,Text,12/10/2007,Toy Shop,en,"Harrison, Harry, 1925-2012; Brey, Charles [Illustrator]",Science fiction; Short stories,PS,Science Fiction
22967,Text,12/10/2007,The Stoker and the Stars,en,"Budrys, Algis, 1931-2008; Van Dongen, H. R., 1920-2010 [Illustrator]",Science fiction; Short stories,PS,Science Fiction
22972,Text,12/10/2007,Rollo in Holland,en,"Abbott, Jacob, 1803-1879",Netherlands -- Juvenile fiction,PZ,Children's Book Series
22973,Text,12/10/2007,"The English Husbandman
The First Part: Contayning the Knowledge of the true Nature of euery Soyle within this Kingdome: how to Plow it; and the manner of the Plough, and other Instruments",en,"Markham, Gervase, 1568?-1637",Agriculture -- England -- Early works to 1800; Agriculture -- Early works to 1800; Gardening -- England -- Early works to 1800; Gardening -- Early works to 1800,S,Horticulture
22976,Text,12/10/2007,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Volume XI, North Carolina Narratives, Part 1",en,United States. Work Projects Administration,Enslaved persons -- North Carolina -- Biography; Slavery -- North Carolina; Slave narratives -- North Carolina; Enslaved persons -- North Carolina -- Social conditions; African Americans -- North Carolina -- Biography; North Carolina -- History -- 1775-1865 -- Biography,E300,Slavery
22988,Text,12/10/2007,"Punch, or the London Charivari, Vol. 150, March 15, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22989,Text,12/10/2007,"Punch, or the London Charivari, Vol. 146, April 1, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22990,Text,12/10/2007,Historical Sketch of the Cathedral of Strasburg,en,Anonymous,Strassburger Münster,NA,Architecture
22991,Text,12/10/2007,"Boy Scouts Mysterious Signal; Or, Perils of the Black Bear Patrol",en,"Ralphson, G. Harvey (George Harvey), 1879-1940","World War, 1914-1918 -- Juvenile fiction; Boy Scouts of America -- Juvenile fiction",PZ,Children's Book Series
22993,Text,14/10/2007,"Punch, or the London Charivari, Vol. 150,  March 8, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
22994,Text,14/10/2007,The Frontier in American History,en,"Turner, Frederick Jackson, 1861-1932",United States -- Territorial expansion; United States -- History; Frontier and pioneer life -- United States; Frontier thesis,E151,United States
22996,Text,16/10/2007,"The Rover Boys on Snowshoe Island; or, The Old Lumberman's Treasure Box",en,"Stratemeyer, Edward, 1862-1930",Detective and mystery stories; Hunting stories,PZ,Children's Book Series
22997,Text,16/10/2007,Second Sight,en,"Nourse, Alan Edward, 1928-1992",Science fiction; Short stories; Diary fiction; Parapsychology -- Fiction; Psychic ability -- Fiction,PS,Science Fiction
23022,Text,13/10/2007,"Red Rose and Tiger Lily; Or, In a Wider World",en,"Meade, L. T., 1854-1914",Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Sisters -- Juvenile fiction; Fathers and daughters -- Juvenile fiction; Stepfamilies -- Juvenile fiction,PZ,Children's Fiction
23023,Text,13/10/2007,"Notes and Queries, Number 201, September 3, 1853
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,AG,Notes and Queries
23024,Text,13/10/2007,Grimm Tales Made Gay,en,"Carryl, Guy Wetmore, 1873-1904; Levering, Albert, 1869-1929 [Illustrator]",American wit and humor; Fairy tales -- Humor,PS,Humor
23027,Text,13/10/2007,"Notes and Queries, Number 69, February 22, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Questions and answers -- Periodicals,AG,Notes and Queries
23028,Text,13/10/2007,Greylorn,en,"Laumer, Keith, 1925-1993",Science fiction,PS,Science Fiction
23031,Text,14/10/2007,Wonderful Adventures of Mrs. Seacole in Many Lands,en,"Seacole, Mary, 1805-1881; Russell, William Howard, Sir, 1820-1907 [Commentator]; W. J. S. [Editor]","Seacole, Mary, 1805-1881 -- Travel -- Ukraine -- Crimea; Crimean War, 1853-1856 -- Personal narratives, Jamaican; Women, Black -- Jamaica -- Biography",DK,Women's Travel Journals
23032,Text,14/10/2007,"Punch, or the London Charivari, Vol. 146, April 8, 1914",en,Various,English wit and humor -- Periodicals,AP,Punch
23033,Text,14/10/2007,Classic French Course in English,en,"Wilkinson, William Cleaver, 1833-1920",French literature -- History and criticism,PQ,Language Education
23034,Text,14/10/2007,"Captain Canot; Or, Twenty Years of an African Slaver",en,"Canot, Theodore, 1804-1860; Mayer, Brantz, 1809-1879",Slave trade,HT,"Pirates, Buccaneers, Corsairs, etc.; Slavery"
23036,Text,14/10/2007,"Dave Darrin After the Mine Layers; Or, Hitting the Enemy a Hard Naval Blow",en,"Hancock, H. Irving (Harrie Irving), 1868-1922",United States. Navy -- Juvenile fiction; Mines (Military explosives) -- Juvenile fiction,PZ,Children's Book Series
23038,Text,16/10/2007,Quiet Talks on the Crowned Christ of Revelation,en,"Gordon, S. D. (Samuel Dickey), 1859-1936","Bible. Revelation -- Criticism, interpretation, etc.",BS,Christianity
23040,Text,16/10/2007,"The Atlantic Monthly, Volume 18, No. 106, August, 1866
A Magazine of Literature, Science, Art, and Politics",en,Various,American periodicals,AP,The Atlantic Monthly
23050,Text,17/10/2007,Peter Biddulph: The Story of an Australian Settler,en,"Kingston, William Henry Giles, 1814-1880",Conduct of life -- Juvenile fiction; Australia -- Juvenile fiction,PZ,Australia
23058,Text,17/10/2007,The Queen Of Spades,en,"Pushkin, Aleksandr Sergeevich, 1799-1837; Twitchell, H. [Translator]",Russia -- Social life and customs -- Fiction; Gambling -- Fiction; Russian fiction -- Translations into English,PG,Opera
23064,Text,17/10/2007,"Punch, or the London Charivari, Vol. 150, June 7, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
23066,Text,17/10/2007,The Prairie Traveler: A Hand-book for Overland Expeditions,en,"Marcy, Randolph B. (Randolph Barnes), 1812-1887",West (U.S.) -- Description and travel; Overland journeys to the Pacific,F590.3,United States
23086,Text,18/10/2007,Auction of To-day,en,"Work, Milton C. (Milton Cooper), 1864-1934",Auction bridge,GV,"Bestsellers, American, 1895-1923"
23087,Text,19/10/2007,"Punch, or the London Charivari, Vol. 146, March 18, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,AP,Punch
23091,Text,20/10/2007,The Troubadour,en,"Lowndes, Robert W., 1916-1998",Science fiction; Short stories,PS,Science Fiction
23095,Text,20/10/2007,"Lippincott's Magazine of Popular Literature and Science, Volume 11, No. 26, May, 1873",en,Various,"Science -- Periodicals; Literature, Modern -- 19th century -- Periodicals",AP,Lippincott's Magazine
23099,Text,20/10/2007,The Fourth Invasion,en,"Lowndes, Robert W., 1916-1998",Science fiction; Short stories,PS,Science Fiction
23102,Text,20/10/2007,This World Must Die!,en,"Fyfe, H. B. (Horace Bowne), 1918-1997",Science fiction,PS,Science Fiction
23103,Text,20/10/2007,Traders Risk,en,"Aycock, Roger D., 1914-2004",Science fiction; Short stories,PS,Science Fiction
23104,Text,20/10/2007,The Blue Tower,en,"Smith, Evelyn E., 1922-2000; Francis, Dick [Illustrator]",Science fiction; Short stories,PS,Science Fiction; Science Fiction by Women
23108,Text,20/10/2007,"Chester Rand; or, The New Path to Fortune",en,"Alger, Horatio, Jr., 1832-1899",Friendship -- Fiction; Conduct of life -- Fiction; Adventure and adventurers -- Fiction; Artists -- Fiction; New York (N.Y.) -- History -- 1865-1898 -- Fiction; Pennsylvania -- History -- 19th century -- Fiction; West (U.S.) -- History -- 19th century -- Fiction,PZ,Children's Fiction
23116,Text,20/10/2007,"Ruth Fielding Down East; Or, The Hermit of Beach Plum Point",en,"Emerson, Alice B.","Mystery and detective stories; Maine -- Juvenile fiction; Motion picture industry -- Juvenile fiction; Thieves -- Juvenile fiction; Fielding, Ruth (Fictitious character) -- Juvenile fiction",PZ,Children's Book Series
23129,Text,20/10/2007,The Young Voyageurs: Boy Hunters in the North,en,"Reid, Mayne, 1818-1883; Harvey, William, 1796-1866 [Illustrator]",Hunting stories; Voyages and travels -- Juvenile fiction; Natural history -- Juvenile fiction; Canada -- Juvenile fiction; Wilderness survival -- Juvenile fiction; Fur trade -- Juvenile fiction,PZ,Children's Fiction
23146,Text,22/10/2007,And All the Earth a Grave,en,"MacApp, C. C., 1917-1971",Science fiction; Short stories,PS,Science Fiction
23147,Text,22/10/2007,Untechnological Employment,en,"Clinton, Ed M., 1926-2006",Science fiction; Short stories; Epistolary fiction,PS,Science Fiction
23148,Text,22/10/2007,Droozle,en,"Banta, Frank",Science fiction; Short stories,PS,Science Fiction
23149,Text,22/10/2007,In the Control Tower,en,"Mohler, Will; Giunta, John, 1920-1970 [Illustrator]",Science fiction; Short stories,PS,Science Fiction
23153,Text,23/10/2007,The Big Bounce,en,"Tevis, Walter S., 1928-1984",Science fiction; Short stories,PS,Science Fiction
23155,Text,23/10/2007,"Western Characters; or, Types of Border Life in the Western States",en,"McConnel, John Ludlum, 1826-1862; Darley, Felix Octavius Carr, 1822-1888 [Illustrator]",Frontier and pioneer life -- Mississippi River Valley; Mississippi River Valley -- Social life and customs,F350.5,United States
23159,Text,24/10/2007,Stairway to the Stars,en,"Shaw, Larry T., 1924-1985",Science fiction; Short stories,PS,Science Fiction
23160,Text,24/10/2007,Solomon's Orbit,en,"Carroll, William, 1915-2014; Schoenherr, John, 1935-2010 [Illustrator]",Science fiction; Short stories,PS,Science Fiction
23161,Text,24/10/2007,"Sodom and Gomorrah, Texas",en,"Lafferty, R. A., 1914-2002; Ritter, Bob [Illustrator]",Fantasy fiction; Demographic surveys -- Fiction,PS,Science Fiction
23162,Text,24/10/2007,No Great Magic,en,"Leiber, Fritz, 1910-1992; Nodel, Norman, 1922-2000 [Illustrator]",Science fiction; New York (N.Y.) -- Fiction; Time travel -- Fiction; Theater -- Fiction,PS,Science Fiction
23164,Text,24/10/2007,The Creature from Cleveland Depths,en,"Leiber, Fritz, 1910-1992; Wood, Wallace, 1927-1981 [Illustrator]",Science fiction; Inventors -- Fiction,PS,Science Fiction
23169,Text,24/10/2007,The Diamond Lens,en,"O'Brien, Fitz James, 1828-1862",Science fiction; Murder -- Fiction; Microscopy -- Fiction,PS,Precursors of Science Fiction
